,y_original,RegMult,KNN_temperatura,KNN_vacuo,KNN,ElasticNet
9536,0.8247451868629678,0.7662415368060934,0.8699391279728199,0.7811438278595698,0.84575887412507,0.7359162040576074
9186,0.32134767836919576,0.2411443242104222,0.20530152887882247,0.34855605889014746,0.29834669370897504,0.2505994955645273
4605,0.38080407701019237,0.3587759323372593,0.3630520951302378,0.40475651189127965,0.38080407701019237,0.3608675972073446
4662,0.5590317100792754,0.6388429776601583,0.5692242355605894,0.5057191392978485,0.5590317100792754,0.6261686604083894
6215,0.8227633069082678,0.7382232096229328,0.8342298980747458,0.812655719139298,0.8227633069082678,0.7141723532713016
10757,0.4115232163080407,0.5140452451554028,0.5036098527746322,0.5277746319365801,0.5001498900806102,0.5128613302579459
10865,0.4091166477916195,0.5111902127139967,0.444932049830125,0.32106455266138223,0.4621876715503712,0.5088975902017823
9060,0.20002831257078135,0.17949176182258517,0.20002831257078135,0.14603624009060034,0.20002831257078135,0.1882339305204498
8281,0.17737825594563983,-0.022787295367078853,0.08185072882037482,0.17873725934314866,0.14103859259500573,0.011540740177752862
4340,0.18204983012457543,0.1907217254645588,0.21584796149490404,0.1197621744054361,0.18204983012457543,0.1992419505858919
5710,0.198187995469989,0.2421382848694336,0.25481313703284325,0.14184597961494932,0.19350306630483602,0.24004273768862505
4377,0.7052661381653458,0.6494431173107847,0.6600604001510005,0.8585503963759914,0.6117617482415239,0.6344218020672665
974,0.3706115515288788,0.4479535114779018,0.40205872836110906,0.3646092865232166,0.38265525651308846,0.4460671039660523
4111,0.1257078142695356,0.1213746108620343,0.1201514722536805,0.1217440543601361,0.1257078142695356,0.1353202070914027
5433,0.17086636466591187,0.23175137489439007,0.28247451868629697,0.10257644394111001,0.1910190229311781,0.23015762461007472
7333,0.4251132502831254,0.393005210544891,0.3813703284258214,0.34536617591543983,0.341500971652534,0.3916261872386616
8555,0.3598527746319373,0.4489921684132163,0.4876132502831263,0.36860135900339797,0.3598527746319373,0.42869511213649925
5342,0.7000283125707814,0.6715310963027618,0.6413646659116651,0.618488108720272,0.692853263632448,0.6570182023393479
6690,0.4983012457531144,0.5701579930527811,0.540628539071348,0.7901189127972825,0.4983012457531144,0.5651115706787295
1078,0.3686296715741797,0.26863674879391514,0.2534824462061156,0.37794450736126883,0.3686296715741797,0.2745521797617173
4286,0.43700453001132544,0.39315044447923575,0.330903171007928,0.41058890147225424,0.43172643424086193,0.39273443527126295
5833,0.42157417893544746,0.3093663514851675,0.33023782559456444,0.37794450736126883,0.42157417893544746,0.3096736325454582
9766,0.5935730464326161,0.6862181387693759,0.678776189127973,0.579898074745187,0.7246641483129389,0.6667612239771553
10794,0.3366364665911661,0.341572691473382,0.41761041902604745,0.23632502831257102,0.25484642593445817,0.3383738096152983
1483,0.6678935447338628,0.6620785352008222,0.626359003397509,0.6534541336353346,0.6678935447338628,0.6495907912967918
5558,0.2075311438278593,0.14328281084427769,0.08946772366930933,0.17873725934314866,0.07367920652769143,0.15474428277812502
5798,0.38391845979615,0.19091551123485048,0.18689127972819966,0.36823329558323936,0.3020969133181425,0.21168304665656346
28,0.27095130237825593,0.24406144342232752,0.2591166477916197,0.2926104190260478,0.27095130237825593,0.25405700298355016
8834,0.9811721404303517,0.8069655166921189,0.9052944507361276,0.9631370328425823,0.9811721404303517,0.7720431258156577
4025,0.13674971687429238,0.11558478254901466,0.2097017742544359,0.13567383918459833,0.10913053640214535,0.12281847614053032
1751,0.3890147225368068,0.4542417006954791,0.3473244620611555,0.4193657984144963,0.3890147225368068,0.45893031069593915
1598,0.21432616081540257,0.3148384563999001,0.27032842582106476,0.23686296715741834,0.21432616081540257,0.32130065878020264
6128,0.048131370328425405,0.18558135070867127,0.1640713476783695,0.05099093997735018,0.13684114373318423,0.19775840055258798
8924,0.5554926387315975,0.5970717209704844,0.6710079275198186,0.5488391845979617,0.5818161136237441,0.5865855639400082
10242,0.3986409966024915,0.36041372374817593,0.3352491506228768,0.3820498301245756,0.34544246908106874,0.3623344892233201
8355,0.19493204983012458,0.06310379175929848,0.15845602114005283,0.18318233295583256,0.19493204983012458,0.08280643909121832
10144,0.9711211778029449,0.7953284873517611,0.9869762174405432,0.9631370328425823,0.8888055378826164,0.7620084250203031
10490,0.3565968289920729,0.3848389303717099,0.3454983012457534,0.3135900339750851,0.3565968289920729,0.40260622126289536
1528,0.2846828992072483,0.23727994377439487,0.22180067950169935,0.30716308040770135,0.20348682231268647,0.24228388718198768
9639,0.924263873159684,0.7970199313253364,0.7676953567383924,0.9398074745186868,0.8888886996202006,0.7644772878606017
3780,0.5082106455266135,0.43665159603002707,0.330903171007928,0.5018120045300115,0.4700790155137871,0.44321610920333565
1240,0.6734144960362407,0.6661286036173224,0.6734144960362407,0.6450453001132507,0.6734144960362407,0.658844737449557
7347,0.02010192525481358,0.10533433588245383,0.1319011891279731,0.05099093997735018,0.07265969426135914,0.12856077631795582
2986,0.2716591166477915,0.3120320762994598,0.3615515288788222,0.12667044167610406,0.22926778657190144,0.3051048789199371
5405,0.2599093997735,0.41417394183386197,0.3230747451868636,0.3135900339750851,0.2599093997735,0.4279020295178517
4823,0.25552095130237884,0.32507455988788136,0.5022650056625144,0.17233861834654593,0.28659186422601923,0.31930054887937487
9283,0.04006228765571951,0.03352800892645344,0.13074745186863002,0.0740656851642127,0.04006228765571951,0.06171291144583391
1707,0.16463759909399833,0.22281136711805957,0.10730464326160831,0.2133352208380524,0.17250661323940347,0.25469683083319417
9080,0.10475651189127966,0.18344858212683512,0.27069648924122325,0.1197621744054361,0.10475651189127966,0.19297026258879513
5952,0.2082389580973949,0.3360701329559068,0.23632502831257085,0.19244054360135915,0.2082389580973949,0.3533847148997794
5381,0.3970838052095136,0.3372048494060851,0.3445073612684032,0.3837485843714612,0.3970838052095136,0.3400276026674913
2162,0.25042468856172206,0.3105287450384398,0.21537372593431528,0.35721970554926424,0.25042468856172206,0.3278650250457058
449,0.5857870894677237,0.577818808436107,0.49282748206870536,0.5361834654586637,0.5898604944415003,0.5727005629749972
4062,0.3374858437146093,0.36756516852949295,0.26163646659116646,0.39453567383918475,0.3374858437146093,0.382126869769454
1173,0.1824745186862966,0.23602139020124013,0.15240656851642154,0.2323612684031712,0.14505500238084812,0.24364250292664735
8702,0.0992355605889017,0.03833688943649877,0.05400622876557204,0.10614382785956984,0.0992355605889017,0.06360691135795926
1759,0.44068516421291104,0.4327470477133837,0.30223669309173307,0.3332955832389583,0.41277673106895924,0.43384189324234745
280,0.2092298980747449,0.2864521369894316,0.26084371460928646,0.21568516421291067,0.29604938108443496,0.29472036228464293
7898,0.5632785956964899,0.6342717709526803,0.5811862967157424,0.5651189127972822,0.5632785956964899,0.6218036322146712
7254,0.23003963759909407,0.11690818404277262,0.10840883352208426,0.11990373725934322,0.11476674152110873,0.13223333719266117
11344,0.027463193657984775,-0.0006647712997127908,0.09408267270668431,0.10920158550396408,0.05263190883984524,0.036201217002592156
8890,0.21432616081540257,0.1624946467489929,0.1201514722536805,0.22143261608154036,0.19946843783277868,0.18303867360824622
1424,0.4263873159682907,0.4060462633057513,0.4097961494903739,0.5223103057757645,0.3606276634029197,0.41196444640221974
1963,0.5781426953567381,0.632297148656207,0.6355889014722541,0.5057191392978485,0.6733829875346847,0.6205241412110025
4504,0.1119762174405432,0.12038660942627155,0.13827859569648931,0.11800679501698781,0.2101347354697275,0.13186053423108535
1777,0.1915345413363534,0.2514922109668988,0.2213476783691961,0.16758210645526664,0.1915345413363534,0.25451192970133285
9638,0.7344280860702153,0.7616891514203729,0.7362684031710081,0.616817667044168,0.7344280860702153,0.7317175879762786
11005,0.0,0.036488679752612746,0.14599848999622575,0.05917327293318255,0.14776842400516438,0.0632692562745022
10553,0.5886183465458661,0.3869368677126447,0.36240090600226527,0.5573329558323895,0.5886183465458661,0.40655880051475457
709,0.9265288788221975,0.8021111316617429,0.9265288788221975,0.9398074745186868,0.9265288788221975,0.7688674694585693
1607,0.1524631936579839,0.20324702682666526,0.25962627406568517,0.16758210645526664,0.1524631936579839,0.21290973265392543
3558,0.23386183465458643,0.17841041176955344,0.2379954699886749,0.24881087202718,0.23386183465458643,0.20382153141788506
1106,0.7473103057757653,0.739615465354466,0.7616435447338621,0.685588901472254,0.7473103057757653,0.7171614413486858
245,0.44224235560588987,0.4993101729313567,0.3929784824462062,0.6625424688561722,0.44224235560588987,0.501110868821506
10692,0.03241789354473479,0.10827170724367799,0.16998159682897965,0.13043601359003426,0.0899909985174019,0.12604210664524762
2095,0.047565118912797466,-0.05235883596974908,0.0454366382802106,0.08270101925254832,0.041172619985273946,-0.01619811115890657
5914,0.7620328425821068,0.7541639911015022,0.7767553793884487,0.6516987542468857,0.7620328425821068,0.7316591185373725
9948,0.700169875424689,0.6919776642371814,0.6336636466591171,0.6361551528878826,0.700169875424689,0.6705535546839947
3529,0.393403171007928,0.4083746351559716,0.38193657984145,0.3638731596828995,0.393403171007928,0.39825768554956753
3914,0.6654869762174407,0.6565746966133141,0.7016562853907136,0.5506795016987545,0.6654869762174407,0.6353969540221349
4287,0.4980181200453009,0.5886181207492491,0.4920724801812012,0.4532842582106458,0.4980181200453009,0.5818354056499746
2938,0.22848244620611524,0.0662751167714303,0.22848244620611524,0.2604756511891283,0.22848244620611524,0.09378747306763024
5409,0.42695356738391865,0.38290395387733744,0.3445073612684032,0.38253114382785985,0.2892766891771081,0.3930599295982372
1096,0.586636466591167,0.5277163229176478,0.6771305209513026,0.18573046432616103,0.5532200984534024,0.4888246921437246
6359,0.6871460928652331,0.7236493812523753,0.617214043035108,0.7011608154020388,0.6966650071305092,0.704199286467007
480,0.6159399773499432,0.615598127415117,0.5456681766704419,0.8346262740656856,0.6159399773499432,0.6079402865039234
5906,0.681766704416761,0.6806235270542094,0.6501981879954704,0.7203284258210649,0.7255050372749797,0.6605579998928344
2619,0.6281143827859577,0.6460313070934721,0.6281143827859577,0.47471687429218556,0.6281143827859577,0.6264145308596023
10209,0.395385050962628,0.42272474623201006,0.45696489241223137,0.4193657984144963,0.3840511828204096,0.4317529960418539
7672,0.21800679501698728,0.10276690965461405,0.14326160815402034,0.2082955832389583,0.21800679501698728,0.13909871073523516
3076,0.058890147225367784,0.13592761475224832,0.1711211778029444,0.07398074745186882,0.07490224224818431,0.1537264866690763
1190,0.906851642129106,0.7970311769357902,0.9311489755997137,0.7811438278595698,0.8218688979925832,0.7624663499119829
4759,0.5945639864099661,0.613211102780545,0.5983295583238959,0.5870045300113255,0.5945639864099661,0.6074110659038274
6656,0.7167327293318237,0.7046437213904548,0.7181483578708949,0.76050396375991,0.6565538739242229,0.6814209823956426
6922,0.29430917327293393,0.3155017813096061,0.3636749716874297,0.223187995469989,0.28361895060241826,0.30746879726064935
1955,0.1527463193657992,0.1867693833034865,0.19139297848244646,0.12369762174405494,0.1527463193657992,0.19841422090653327
6493,0.6037655719139297,0.593924217501803,0.5780483201208003,0.6661381653454137,0.6037655719139297,0.5890049527044107
7836,0.40118912797281947,0.43436625371554566,0.32296149490373766,0.2858437146092868,0.377217643969137,0.4456962992261954
7726,0.8747168742921865,0.7793730765290997,0.8969422423556068,0.6692242355605892,0.7447461703489884,0.7494923678716537
9578,0.44903737259343135,0.47191133287813564,0.44903737259343135,0.4357304643261612,0.44903737259343135,0.46866483694682554
5185,0.13448471121177796,0.07661680839165538,0.14043035107587754,0.11930917327293322,0.13448471121177796,0.10116241186039332
4972,0.778878822197056,0.7380397607140488,0.7750566251415636,0.7653171007927522,0.7791075561235408,0.7151883166955695
175,0.14000566251415592,0.05363017026401273,0.08861834654586609,0.13148357870894695,0.12029407044409582,0.07325831474177924
3820,0.3332389580973958,0.2312043616488666,0.2867497168742924,0.34855605889014746,0.3004116243275205,0.24202818863516196
7663,0.6247168742921865,0.649885250163073,0.5618912797281996,0.6450453001132507,0.6267427808574445,0.6448379675893745
7108,0.7211211778029449,0.7053744194578653,0.77472631181578,0.5705832389580978,0.6793381439435029,0.6790883810265494
9616,0.2068233295583246,0.1733855906863302,0.2183371083427712,0.10087768969422442,0.2068233295583246,0.1804973495704152
1486,0.20668176670441696,0.18933980659443309,0.11022083805209544,0.2377406568516424,0.2939603686958292,0.20970992200344718
10988,0.8015288788221975,0.7117174059001505,0.7793035107587774,0.743799546998868,0.8015288788221975,0.6880394872174631
5912,0.002123442808606768,0.09706447073561478,0.063986409966025,0.06959229898074745,0.002123442808606768,0.12156613676283001
10853,0.5179784824462059,0.4990890813789579,0.5179784824462059,0.6699603624009061,0.5179784824462059,0.501794008020995
10681,0.17001698754246863,0.23983383506768238,0.22052661381653457,0.10920158550396408,0.17001698754246863,0.24358503343991944
5388,0.19224235560588898,0.22958391047963667,0.23018120045300128,0.3332955832389583,0.19224235560588898,0.25865274185678266
2919,0.8860419026047568,0.7776928781659783,0.8860419026047568,0.8585503963759914,0.8860419026047568,0.7450125670827363
4418,0.24278029445073646,0.3073981602379485,0.2763306908267273,0.33335220838052104,0.2668006772763161,0.3154855629660941
8737,0.24518686296715764,0.27022364879227684,0.19698471121177796,0.22480181200453,0.23012798164726028,0.28629681038730104
5317,0.303793884484711,0.23518167001543844,0.2607233861834657,0.28187995469988714,0.27076030450603117,0.25134226969203877
9724,0.7521234428086077,0.7290336249470818,0.719351642129106,0.65673839184598,0.7521234428086077,0.6997493035627602
9375,0.8199320498301255,0.7836077385165332,0.8513943941109852,0.8346262740656856,0.7908476847042517,0.7528162792368547
9108,0.09244054360135845,0.15492574915537474,0.2140430351075877,0.08270101925254832,0.09244054360135845,0.16254499675834622
6600,0.5663929784824466,0.5813604652521543,0.6247640619101551,0.47519818799547037,0.5264074175849867,0.5669074560129841
11400,0.5880520951302382,0.6021418609135447,0.6226406191015483,0.592440543601359,0.6025622190857055,0.5888550322310928
10210,0.2175821064552661,0.09439793767729501,0.14219988674971695,0.2604756511891283,0.2175821064552661,0.11803799998973707
9956,0.267412231030578,0.3816024210209532,0.26622310305775765,0.21517553793884492,0.267412231030578,0.3938626722516032
5084,0.49815968289920765,0.4910024292280001,0.49815968289920765,0.47885050962627423,0.49815968289920765,0.48322947896133933
7224,0.32870894677236695,0.36990002168147706,0.348980747451869,0.3516138165345417,0.32870894677236695,0.36372908642002
6234,0.5586070215175543,0.579778279309973,0.5533125707814273,0.5940543601359007,0.5586070215175543,0.5696253538566494
8221,0.18969422423556015,0.28062175412526474,0.14178935447338645,0.24408267270668205,0.19789581427596886,0.3059534294383186
5700,0.2944507361268407,0.3458972178394275,0.2901094752736884,0.4054077010192527,0.3286647990393481,0.34917510523372164
5790,0.2497168742921856,0.2864520867369221,0.11848810872027205,0.25990939977349947,0.3533883460410555,0.306502806205729
8903,0.7631653454133636,0.676590849131905,0.7024348810872029,0.7795866364665913,0.7631653454133636,0.6576130550565791
9589,0.5907417893544737,0.5855768279963455,0.5643827859569651,0.5361834654586637,0.5989989214354743,0.5793903635052335
